SQUID,UNIT,TOPELEVATION,BOTTOMELEVATION,RAWMAT,Material Type,DEBITAGE,DATACLASS,PRESERVATION,PATINATION,CORTEX,LOCATION OF CORTEX,CORTEX OF PREPARATION SURFACE,BURNT,SURFACE OF  FLAKE USED FOR FLAKING,NUMBER OF ACTIVE EDGES CORES,NUMBER OF PLATFORMS ON CORE,NUMBER OF SCARS FS,NUMBER OF SCARS PS,CORE LONGITUDINAL SECTION,CORE MORPHOLOGY,CORE TECHNOLOGY,CORE FLAKING METHODS,CORE TYPE,TYPE OF FLAKE CF,DOMINANT SCAR,LAST SCAR,ANGLE BETWEEN SP AND DS,FLAKE SP,TECHNOLOGY,PROFILE VENTRAL,PROFILE DORSAL,SECTION,FLAKE MORPHOLOGY,FLAKE TERMINATION,SYMMETRY,NO DORSAL SCARS,SCAR PATTERN,STRIKING PLATFORM,LIP,RETOUCH,TOOL BLANK,STAGE OF RETOUCH,MODULE,TYPOLOGY A,RETOUCH LOCATION A,RETOUCH FACE A,RETOUCH TYPE A,ABRASION,SHAPE OF ACTIVE EDGE A,SECOND EVENT RETOUCH,TYPOLOGY B,RETOUCH LOCATION B,RETOUCH FACE B,RETOUCH TYPE B,SHAPE OF ACTIVE EDGE B,CORE LENGTH,CORE WIDTH,CORE THICKNESS,LENGTH OF DOMINANT SCAR,WIDTH OF DOMINANT SCAR,LENGTH OF LAST SCAR,WIDTH OF LAST SCAR,CORE CIRCUMFERENCE,TECHNOLOGICAL LENGTH,TECHNOLOGICAL WIDTH,MORPHOLOGICAL LENGTH,MORPHOLOGICAL WIDTH,THICKNESS,BREADTH OF STRIKING PLATFORM,DEPTH OF STRIKING PLATFORM,WEIGHT,IMAGE ACQUISITION 2D AND 3D,COMMENTS
A77-1,1b,96.99,96.96,Tsaghk-1 kamakar,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,6,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Left edge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,,,5.91,5.65,0.84,1.39,0.57,0.04,None,
B78,1b,96.9,96.85,Tsaghk-1 kamakar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Twisted,Twisted,Oblique,Irregular,Feather,Symmetrical,3,Along axis side,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 4,,Proximal,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,13.95,11.82,15.01,11.74,1.01,8.06,1.4,0.23,None,
D77-a,1b,97.5,97.4,Tsaghk-1 kamakar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Sub rectangular,Feather,Symmetrical,8,Along axis side,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,6.97,8.24,8.95,6.49,1.13,3.3,1.03,0.07,None,
C76-e,1b,96.97,96.92,Tsaghk-1 kamakar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Trapezoidal,Hinge,Symmetrical,1,Plain,Plain,Not lipped,No,,,Module 0,,,,,,,No,,,,,,,,,,,,,,6.66,9.5,11.98,7.44,1.16,5.05,1.04,0.11,None,
C76-f,1b,96.97,96.92,Tsaghk-1 kamakar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Trapezoidal,Sub rectangular,Feather,Symmetrical,4,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,9.51,6.44,10.57,6.39,0.94,2.04,0.64,0.01,Photo+3d,
C76-h,1b,96.97,96.92,Tsaghk-1 kamakar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Leaf shaped,Feather,A symetric to the right,3,Along axis side,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,7.58,5.87,10.34,7.12,0.87,1.84,0.59,0.05,Photo+3d,
D77-b,1b,97,96.99,Tsaghk-1 kamakar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,5,Along axis opposed,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,7.83,6.98,13.19,6.67,1.78,,,0.09,None,
D77-c,1b,97,96.99,Tsaghk-1 kamakar,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,8,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Proximal,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,,,12.18,9.83,1.56,6.18,1.69,0.21,None,
D78-a,1b,96.95,96.92,Tsaghk-1 kamakar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Convex,Straight,Straight,Trapezoidal,Hinge,Symmetrical,7,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,8.17,15.76,17.22,8.96,2.45,,,0.29,Photo+3d,
D78-b,1b,96.95,96.92,Tsaghk-1 kamakar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Concave,Trapezoidal,Trapezoidal,Feather,Symmetrical,10,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,7.3,13.05,13.94,7.64,1.81,2.96,1.3,0.13,Photo+3d,
D79-b,1b,96.99,96.94,Tsaghk-1 kamakar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Triangular,Trapezoidal,Hinge,Symmetrical,5,Along axis,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,8.39,5.38,8.25,6.72,1.26,2.16,0.9,0.04,None,
B77-17,1b,97.05,97.05,Tsaghk-1 kamakar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Trapezoidal,Feather,Symmetrical,3,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,10.23,9.26,11.48,10.18,1.16,3.1,1.34,0.16,None,
C77-112-d,1b,96.96,96.96,Tsaghk-1 kamakar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Convex,Concave,Oval,Feather,Symmetrical,9,Along axis opposed,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 4,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,5.41,5.52,5.61,5.43,1.15,1.25,0.93,0.01,Photo+3d,
C77-94-f,1b,97,97,Tsaghk-1 kamakar,Obsidian,Kombewa,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,3,Along axis,,,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,8.08,7.01,0.87,,,0.04,None,
C76-5,2a,97.09,97.04,Sevkar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Trapezoidal,Feather,Symmetrical,6,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,5.15,5.06,7.42,5.01,0.82,1.73,1.22,0.01,Photo high resolution,
C76-25,1b,97.08,97.04,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Oblique,Trapezoidal,Feather,Symmetrical,6,Side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,11.16,10.03,13.03,11.33,1.34,4.58,1.29,0.15,None,
C76-22,1b,97.08,97.04,Sevkar,Obsidian,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,4,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,,,9.28,6.38,1.54,0.8,0.86,0.09,None,
C77-5,3a,97.29,97.29,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Polyhedral,Trapezoidal,Feather,Symmetrical,4,Along axis,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,8.51,5.91,8.52,6.09,0.92,2.14,0.82,0.05,Photo high resolution,
D76-1,1b,97.08,97.05,Sevkar,Obsidian,Kombewa,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,8,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Scraper-like,Yes,,No,,,,,,,,,,,,,,,,12.91,15.3,2.49,6.5,3.71,0.3,Photo high resolution,
D76-6,1b,97.08,97.05,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Polyhedral,Trapezoidal,Feather,Symmetrical,8,Convergent side,Plain,Lipped,Yes,Flake,Pre detachment,Module 4,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,17.01,8.03,17.29,11.72,1.66,2.82,1.52,0.26,None,
D76-6,1b,97.08,97,Sevkar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Trapezoidal,Feather,Symmetrical,3,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,7.28,7.85,8.79,6.91,0.66,4.59,1.32,0.04,Photo high resolution,
D76-10,1b,97.08,97,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Convex,Straight,Straight,Trapezoidal,Feather,Symmetrical,6,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 4,,Proximal right,Dorsal,Fine,No,,No,,,,,,,,,,,,,,3.84,6.68,7,3.92,1.33,1.19,0.52,0,Photo+3d,Tsf
D76-12,1b,97.08,97,Sevkar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Straight,Straight,Trapezoidal,Feather,Symmetrical,4,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,4.72,3.97,5,4.45,0.45,1.85,0.76,0,Photo high resolution,
D76-15,1b,97.08,97,Sevkar,Obsidian,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,3,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,,,8.07,5.59,1.08,4.01,1.23,0.05,Photo high resolution,
D76-17,1b,97.08,97,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Triangular, pointed,Feather,A symetric to the right,6,Convergent,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,11.22,6.69,13.3,6.87,1.97,,,0.13,None,
C76-23,1b,97.08,97.04,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Trapezoidal,Feather,A symetric to the right,6,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 4,,Distal right,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,4.53,8.13,10.71,5.18,1.28,2.66,1.16,0.08,Photo high resolution,
C78-d,1b,96.95,96.91,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Triangular,Sub rectangular,Feather,Symmetrical,3,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,7.28,4.21,7.63,5.34,0.85,,,0.01,None,
A76-18,1b,96.95,96.91,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Concave,Polyhedral,Trapezoidal,Feather,Symmetrical,8,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 4,,Proximal until ridge,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,8.99,14.03,14.8,9.24,1.29,1.66,0.91,,Photo high resolution,
C76-1,1b,97.03,96.96,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Triangular,Concave convex,Trapezoidal,Feather,Symmetrical,8,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 4,,Proximal right,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,7.14,11.12,11.67,7,1.89,1.65,1.23,0.14,Photo+3d,
C76-3,1b,97.03,96.96,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Oblique,Straight,Trapezoidal,Feather,Symmetrical,8,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 4,,Proximal,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,5.79,5.9,9.2,5.78,2.19,1.32,0.64,0.07,Photo+3d,Two ventrals
C76-7,1b,97.03,96.96,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Triangular,Trapezoidal,Feather,Symmetrical,10,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 4,,Dista proximal left,Dorsal,Fine,No,,No,,,,,,,,,,,,,,7.71,5.77,8.11,6.82,0.89,1.32,1.36,0.05,Photo high resolution,Two ventrals
C76-9,1b,97.03,96.96,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Sub rectangular,Feather,Symmetrical,3,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,4.65,6.69,7.86,5.43,0.66,3.44,0.91,0.03,None,
C76-12,1b,97.03,96.96,Sevkar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Concave,Trapezoidal,Feather,Symmetrical,3,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,4.62,6.94,7.69,4.53,0.87,0.69,0.9,0.01,None,
Zz76-34,1b,97.06,96.99,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Polyhedral, pointed,Feather,Symmetrical,10,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,11.28,5.87,11.31,6.04,1.03,,,0.05,None,
A77-1,2b,97.26,97.21,Sevkar,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,3,Convergent,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,8.54,8.31,0.91,1.11,0.73,0.05,None,
C76-63,1b,97.08,97.08,Sevkar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Trapezoidal,Trapezoidal,Hinge,Symmetrical,5,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,11.32,9.15,12.26,10.04,1.59,2.59,0.99,0.21,None,
B79-41,1b,96.99,96.99,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Polyhedral,Irregular,Feather,A symetric to the right,11,Along axis,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 3,,Proximal until ridge,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,11.19,10.72,14.11,11.97,1.09,5.51,1.37,0.2,Photo high resolution,
C76-71,1b,97.05,97.05,Sevkar,Obsidian,Outrepasser,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Triangular,Sub rectangular,Hinge,Symmetrical,7,Along axis side,Plain,Lipped,Yes,Blade,Pre detachment,Module 4,,Distal right,Dorsal,Regular,No,,No,,,,,,,,,,,,,,20.43,9.03,20.77,10.24,1.63,3.85,0.99,0.37,None,
D77-25,1b,97.03,97.03,Sevkar,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,6,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,17.4,12.9,4.36,5.54,1.52,0.57,None,
F6c-18,1b,97.4,97.35,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,3,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 4,,Distal and proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,5.94,5.84,11.08,6.21,1.62,3.49,1.43,0.08,None,
B76-a,1b,97.35,97.3,Sevkar,Obsidian,Kombewa,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,7,Side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,,,10.56,7.04,1.39,2.17,1.16,0.12,None,
D77-c,1b,97.5,97.4,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Trapezoidal,Trapezoidal,Feather,A symetric to the right,10,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,6.43,6.36,8.54,6.6,1.14,,,0.1,None,
B77-c,1b,97.5,97.3,Sevkar,Obsidian,Kombewa,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,5,Along axis side,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,16.32,9.9,2.32,,,0.3,None,
B77-a,1b,96.83,96.83,Sevkar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Trapezoidal,Feather,Symmetrical,1,Plain,Faceted,Not lipped,No,,,Module 0,,,,,,,No,,,,,,,,,,,,,,6.58,5.93,7.62,7.01,0.88,2.04,1.2,0.05,None,
C78-a,1b,97.02,97,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,9,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,11.54,13.03,13.12,12.07,0.86,6.83,1.85,0.19,Photo+3d,
C75-13-a,1b,96.91,96.91,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Oval,Feather,Symmetrical,11,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,8.83,10.45,10.21,8.8,1.42,2.85,0.72,0.1,None,
C76-82-f,1b,97.02,97.02,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Irregular,Feather,Symmetrical,1,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,7.05,6,7.18,6.36,0.75,,,0.01,None,
D79-26-a,1b,97.08,97.08,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Trapezoidal,Leaf shaped,Feather,Symmetrical,6,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,9.52,5.29,10.21,6.12,1.19,1.08,0.97,0.08,None,
Zz77-17-e,1b,96.94,96.94,Sevkar,Obsidian,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Triangular,Leaf shaped,Feather,A symetric to the left,7,Along axis,Plain,Lipped,Yes,Bladelet,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Invasive,No,,No,,,,,,,,,,,,,,11.03,5.13,11.97,4.44,0.88,2.03,0.82,0.04,Photo+3d,
F6-8,3a,97.35,97.3,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Trapezoidal,Hinge,Symmetrical,7,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,7.96,5.26,9.39,7.62,0.75,,,0.06,Photo+3d,
D76-1,5,98.05,98.05,Sevkar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,9,Along axis opposed,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 4,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,5.93,13.49,13.55,6.09,2.6,0.86,0.76,0.25,Photo+3d,Two ventrals
A78-e,1b,97.38,97.38,Satanakar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Concave convex,Trapezoidal,Retouched,Symmetrical,17,Along axis opposed,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 4,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,5.98,10.89,11.05,7.48,2.65,1.55,0.96,0.11,Photo+3d,Satanakar-1 + two ventrals
D78-a,1b,97.06,97.04,Satanakar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,12,Along axis opposed,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Quina,No,,No,,,,,,,,,,,,,,6.96,10.06,13.49,7.83,1.3,,,0.11,Photo high resolution,Satanakar-1
D78-d,1b,97.06,97.04,Satanakar,Obsidian,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,4,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,8.66,5.48,1.1,3.23,1.1,0.02,None,Satanakar-1
Zz77-17-g,1b,96.94,96.94,Satanakar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,4,Along axis,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,5.56,6.81,9.08,5.77,0.68,2.2,0.5,0.01,None,Satanakar-1
B77-24,1b,97.01,97.01,Satanakar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Convex,Polyhedral,Trapezoidal,Hinge,Symmetrical,16,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Quina,No,,No,,,,,,,,,,,,,,10.6,18.99,18.97,11.68,3.84,,,0.78,Photo high resolution,
C76-101,1b,96.94,96.94,Satanakar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Sub rectangular,Feather,A symetric to the right,7,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,9.24,7.67,16.85,7.98,1.36,4.58,1.27,0.16,None,
D6b/d,1b,97.4,97.35,Satanakar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Sub rectangular,Feather,Symmetrical,5,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,7.87,6.53,8.04,6.58,0.94,,,0.04,Photo high resolution,
E6-1,3a,97.4,97.35,Satanakar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Triangular,Oval,Hinge,Symmetrical,3,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,6.92,5.6,6.76,5.87,1.03,,,0.03,None,
B78,6,97.5,97.4,Satanakar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Trapezoidal,Feather,A symetric to the left,3,Along axis,Dihedral,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,9.74,11.46,13.41,10.95,1.92,6.72,2.25,0.3,Photo+3d,
A76-6,1b,96.95,96.91,Obsidian,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,3,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,,,5.77,3.49,0.51,1.1,0.67,0,None,
