SQUID,UNIT,Merged_UNITs,TOPELEVATION,BOTTOMELEVATION,RAWMAT,Material Type,Distance (km),DEBITAGE,DATACLASS,PRESERVATION,PATINATION,CORTEX,LOCATION OF CORTEX,CORTEX OF PREPARATION SURFACE,BURNT,SURFACE OF  FLAKE USED FOR FLAKING,NUMBER OF ACTIVE EDGES CORES,NUMBER OF PLATFORMS ON CORE,NUMBER OF SCARS FS,NUMBER OF SCARS PS,CORE LONGITUDINAL SECTION,CORE MORPHOLOGY,CORE TECHNOLOGY,CORE FLAKING METHODS,CORE TYPE,TYPE OF FLAKE CF,DOMINANT SCAR,LAST SCAR,ANGLE BETWEEN SP AND DS,FLAKE SP,TECHNOLOGY,PROFILE VENTRAL,PROFILE DORSAL,SECTION,FLAKE MORPHOLOGY,FLAKE TERMINATION,SYMMETRY,Parent Scar,NO DORSAL SCARS,SCAR PATTERN,STRIKING PLATFORM,LIP,RETOUCH,TOOL BLANK,STAGE OF RETOUCH,MODULE,TYPOLOGY A,RETOUCH LOCATION A,RETOUCH FACE A,RETOUCH TYPE A,ABRASION,SHAPE OF ACTIVE EDGE A,SECOND EVENT RETOUCH,TYPOLOGY B,RETOUCH LOCATION B,RETOUCH FACE B,RETOUCH TYPE B,SHAPE OF ACTIVE EDGE B,CORE LENGTH,CORE WIDTH,CORE THICKNESS,LENGTH OF DOMINANT SCAR,WIDTH OF DOMINANT SCAR,LENGTH OF LAST SCAR,WIDTH OF LAST SCAR,CORE CIRCUMFERENCE,TECHNOLOGICAL LENGTH,TECHNOLOGICAL WIDTH,MORPHOLOGICAL LENGTH,MORPHOLOGICAL WIDTH,THICKNESS,BREADTH OF STRIKING PLATFORM,DEPTH OF STRIKING PLATFORM,WEIGHT,IMAGE ACQUISITION 2D AND 3D,COMMENTS
J11,4,4,98.55,98.52,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,,8,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Proximal until ridge,Dorsal,Fine,No,,No,,,,,,,,,,,,,,4.08,4.88,5.48,4.45,0.57,,,0,Photo high resolution,
J11-2103,4,4,98.44,98.44,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Convex,Concave,Concave,Trapezoidal,Feather,Symmetrical,,5,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,3.64,6.11,6.1,4.47,0.94,1.2,0.57,0.01,Photo high resolution,
J13,3.2 int,3,98.82,98.79,Gutansar,Obsidian,58,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,11,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,,,17.66,11.64,3.29,7.23,1.7,0.48,None,
J13-510,3.2 int,3,98.88,98.88,Gutansar,Obsidian,58,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,5,Convergent side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,8.16,5.25,1.02,3.8,1.11,0.01,None,
K10-923,3.1,3,98.97,98.97,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Sub rectangular,Feather,Symmetrical,,9,Convergent side,Plain,Lipped,Yes,Flake,Pre detachment,Module 4,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,10.74,13.13,23.17,10.7,3.69,8.33,2.48,0.83,Photo high resolution,
L15-1118/1124-c,0.2,0,99.87,99.85,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Polyhedral,Trapezoidal,Feather,Symmetrical,,6,Along axis opposed,Plain,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,4.87,5.32,5.87,4.75,0.52,1.65,0.56,0.01,Photo high resolution,
L15-1994/1995,3.2,3,99.18,99.14,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Irregular,Straight,Sub rectangular,Feather,Symmetrical,,5,Along axis opposed,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,6.85,4.34,6.74,4.79,1.3,3.33,1.2,0.01,None,
L15-1159/1161-a,0.2,0,99.82,99.82,Gutansar,Obsidian,58,Burin spall,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,,4,Side,,,Yes,Flake,Pre detachment,Module 4,,Distal proximal right,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,10.25,3.99,3.58,,,0.1,Photo high resolution,Pbf (proximal burification flake) 
L15-1430/1432,3.1,3,99.52,99.44,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Straight,Oval,Feather,Symmetrical,,3,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,3.8,4.2,5,4.48,0.33,,,0,None,
L15-1,0.2,0,99.9,99.87,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Irregular,Polyhedral,Trapezoidal,Feather,Symmetrical,Yes,22,Along axis opposed,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 3,,Proximal until ridge,Dorsal,Quina,No,,No,,,,,,,,,,,,,,16.38,28.57,31.47,17.47,5.27,3.74,1.69,2.36,Photo+3d,
L15-2,0.2,0,99.9,99.87,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Polyhedral,Leaf shaped,Feather,Symmetrical,,7,Along axis side,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,13.84,12.16,14.17,12.28,2.62,3.06,1.95,0.32,Photo high resolution,
L15-3,0.2,0,99.9,99.87,Gutansar,Obsidian,58,Flake,Dist+lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,5,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 4,,Distal proximal right,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,,,17.36,8.05,2.15,4.99,1.67,0.38,None,
L14-2010,3.2,3,99.08,99.08,Gutansar,Obsidian,58,Flake,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,,4,Along axis,,,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,8.66,6.3,0.87,,,0.01,None,
L14-2044,4.1,4,98.86,98.85,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Concave,Trapezoidal,Hinge,Symmetrical,,9,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 4,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,4.53,10.71,11.22,5.33,1.86,3.02,1.42,0,None,Two ventrals
M15-1884/1894,1.4,1,99.54,99.54,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Oblique,Irregular,Feather,Symmetrical,,3,Side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal left,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,7.78,9.54,9.91,8.04,1.28,7.31,1.5,0.07,None,
M15-1759/1761-c,0.2,0,99.89,99.88,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Feather,Symmetrical,,4,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,4.43,4.69,5.4,4.48,1.19,,,0.01,None,
M15-1799/1802,1.3,1,99.79,99.77,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Oval,Plunging,Symmetrical,Yes,4,Along axis,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,9.82,7.94,10.5,9.08,1.89,4.26,1.83,0.1,Photo+3d,
M16-1997,0.2,0,99.66,99.66,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Irregular,Feather,Symmetrical,Yes,1,Plain,Punctiform,Not lipped,No,Kombewa flake,,Module 0,,,,,,,No,,,,,,,,,,,,,,7.2,8.56,9.13,7.46,0.75,2.27,0.99,0.01,None,
M14-1066/1077-a,1.3,1,99.62,99.58,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Irregular,Irregular,Feather,A symetric to the right,,5,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,5.28,4.31,8.13,5.13,0.79,2.74,1.96,0.01,None,
M14-1971,3.1,3,99.37,99.37,Gutansar,Obsidian,58,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,8,Convergent side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,,,22.8,14.17,3.28,4.82,3.54,1,None,
M14-1165/1174,0.2,0,100.02,99.98,Gutansar,Obsidian,58,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Oval,Feather,Symmetrical,Yes,2,Along axis,Punctiform,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal left,Dorsal,Flat,No,,No,,,,,,,,,,,,,,11,7.52,11.6,8.01,0.82,2.63,1.09,0.08,Photo high resolution,
K14-773/792-a,0.2,0,99.86,99.85,Pokr arteni-1,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Trapezoidal,Feather,Symmetrical,Yes,2,Along axis,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,4.24,2.75,5.39,4.33,1.82,3.57,1.27,0.01,None,
K14-1870/1880-a,4.1,4,98.65,98.62,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Trapezoidal,Trapezoidal,Feather,Symmetrical,Yes,7,Along axis,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,5.3,6.32,7.32,5.27,0.88,3.01,1.21,0.01,None,
K14-948/958,1.3,1,99.7,99.64,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Oblique,Oval,Feather,A symetric to the left,Yes,3,Along axis,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal left,Dorsal,Flat,No,,No,,,,,,,,,,,,,,6.05,4.25,7.09,5.02,0.57,1.97,0.54,0.01,None,
M15,3.1,3,99.42,99.42,Pokr arteni,Obsidian,101,Flake,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,,12,Convergent side,,,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,,,13.57,9.83,1.13,,,0.14,None,
M15-1865/1868,1.3,1,99.62,99.58,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Oblique,Sub rectangular,Feather,Symmetrical,Yes,4,Along axis opposed,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal right,Dorsal,Flat,No,,No,,,,,,,,,,,,,,6.16,4.24,6.5,3.8,0.55,2.71,1.06,0.01,None,Bladelet
J14-910/924-a,0.2,0,99.78,99.75,Pokr arteni,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Irregular,Hinge,Symmetrical,,5,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Proximal until ridge,Dorsal,Invasive,No,,No,,,,,,,,,,,,,,13.86,7.76,13.97,7.76,1.91,,,0.22,None,
J14-1542/1545-b,3.2,3,99.1,99.08,Pokr arteni-1,Obsidian,101,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Trapezoidal,Sub rectangular,Feather,Symmetrical,Yes,5,Along axis side,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,10,8.67,10.57,8.66,1.29,5.42,0.98,0.01,None,
